github.com/prometheus/common/internal/bitbucket.org/ww/goautoneg,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/github.com/prometheus/common/internal/bitbucket.org/ww/goautoneg/README.txt,BSD-3-Clause
github.com/prometheus/procfs,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/github.com/prometheus/procfs/LICENSE,Apache-2.0
github.com/shirou/gopsutil,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/github.com/shirou/gopsutil/LICENSE,BSD-3-Clause
github.com/stretchr/testify,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/github.com/stretchr/testify/LICENSE,MIT
github.com/tklauser/go-sysconf,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/github.com/tklauser/go-sysconf/LICENSE,BSD-3-Clause
github.com/ugorji/go/codec,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/github.com/ugorji/go/codec/LICENSE,MIT
go.opentelemetry.io/collector/pdata,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/go.opentelemetry.io/collector/pdata/LICENSE,Apache-2.0
go.opentelemetry.io/otel,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/go.opentelemetry.io/otel/LICENSE,Apache-2.0
go.opentelemetry.io/otel/exporters/otlp/internal/retry,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/go.opentelemetry.io/otel/exporters/otlp/internal/retry/LICENSE,Apache-2.0
go.opentelemetry.io/otel/exporters/otlp/otlpmetric/internal,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/go.opentelemetry.io/otel/exporters/otlp/otlpmetric/LICENSE,Apache-2.0
go.opentelemetry.io/otel/exporters/otlp/otlpmetric/otlpmetrichttp,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/go.opentelemetry.io/otel/exporters/otlp/otlpmetric/otlpmetrichttp/LICENSE,Apache-2.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/go.opentelemetry.io/otel/exporters/otlp/otlptrace/LICENSE,Apache-2.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp/LICENSE,Apache-2.0
go.opentelemetry.io/otel/metric,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/go.opentelemetry.io/otel/metric/LICENSE,Apache-2.0
go.opentelemetry.io/otel/sdk,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/go.opentelemetry.io/otel/sdk/LICENSE,Apache-2.0
go.opentelemetry.io/otel/sdk/metric,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/go.opentelemetry.io/otel/sdk/metric/LICENSE,Apache-2.0
go.opentelemetry.io/otel/trace,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/go.opentelemetry.io/otel/trace/LICENSE,Apache-2.0
go.opentelemetry.io/proto/otlp,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/go.opentelemetry.io/proto/otlp/LICENSE,Apache-2.0
go.uber.org/atomic,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/go.uber.org/atomic/LICENSE.txt,MIT
go.uber.org/multierr,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/go.uber.org/multierr/LICENSE.txt,MIT
golang.org/x/arch/arm64/arm64asm,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/golang.org/x/arch/LICENSE,BSD-3-Clause
golang.org/x/crypto/sha3,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/golang.org/x/crypto/LICENSE,BSD-3-Clause
golang.org/x/exp,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/golang.org/x/exp/LICENSE,BSD-3-Clause
golang.org/x/net,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/golang.org/x/net/LICENSE,BSD-3-Clause
golang.org/x/sys/unix,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/golang.org/x/sys/LICENSE,BSD-3-Clause
golang.org/x/text,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/golang.org/x/text/LICENSE,BSD-3-Clause
google.golang.org/genproto,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/google.golang.org/genproto/LICENSE,Apache-2.0
google.golang.org/grpc,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/google.golang.org/grpc/LICENSE,Apache-2.0
google.golang.org/protobuf,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/google.golang.org/protobuf/LICENSE,BSD-3-Clause
gopkg.in/yaml.v3,https://github.com/grafana/ebpf-autoinstrument/blob/HEAD/vendor/gopkg.in/yaml.v3/LICENSE,MIT
